nombre_propietario,cedula,telefono,correo,direccion,placa,id,codigo_interno,fecha_registro,año,kilometraje,cilindraje,marca,combustible,tipo_transmision,traccion,uso,zona,falla_frenos,falla_motor,falla_llantas,falla_direccion,falla_suspension,falla_luces,falla_espejos,resultado
Lina Santana,817226887,3119441396,lina.santana258@outlook.com,"Carrera 67 #35-56, Cartagena",KWR 272,1985,CDA-62427,06-09-2020,2002.0,707.265 km,1000,Nissan,nafta,automatica,awd,escolar,Suburbano,no,1,false,no,yes,true,true,1
Darío Acosta,1065256713,3172673974,darío-acosta915@live.com,"Circular 24 #91-12, Armenia",UQX752,268,CDA-68014,21/06/2019,1995.0,413.944,2550,Toyota,GSL,manul,AWD,público,RURAL,no,si,true,1,yes,,0,1
Fabio Arévalo,344565317,3109061387,fabioarévalo870@correo.com,"Circular 79 #96-1, Manizales",HNQ363,771,CDA-21133,27/03/2024,2017.0,212k,1100,Kia,Diesel,automatica,,Escolar,rural,no,false,yes,no,yes,false,no,1
Xiomara Pacheco,397397929,3208893639,xiomarapacheco199@live.com,"Calle 100 #10-29, Barranquilla",HYE252,2166,CDA-30424,2018-04-09,2023.0,17386,1800,Mazda,Híbrido,cvt,RWD,escolar,urbano,0,no,false,false,no,no,no,0
Catalina Ortiz,188195712,3149622584,catalina_ortiz920@gmail.com,"Transversal 45 #21-89, Pereira",WXD-998,438,CDA-75617,2018/11/01,2009.0,219738,2400 cc,Mazda,Diesel,Automatio,awd,público,Rural,no,0,false,false,false,false,false,1
Roberto Nieto,83952909,3016206949,roberto.nieto7@yahoo.com,"Circular 35 #54-67, Bogotá",SFV922,674,CDA-44339,2019-02-24,2001.0,4k,1500 cc,Hyundai,Gasolina,MANUAL,RWD,Escolar,RURAL,no,1,no,no,0,false,no,0
Patricia Mejía,363527131,3215214915,patriciamejía351@hotmail.com,"Circular 76 #94-50, Armenia",BOZ632,250,CDA-26175,10-08-2020,2007.0,286.0k km,1400,Honda,eléctrico,CVT,RWD,Particular,Urbano,,no,no,true,0,si,false,0
Iván Salcedo,92841288,,iván_salcedo318@outlook.com,"Calle 85 #31-62, Bucaramanga",MZY191,2202,CDA-85183,,1997.0,636341,3000 cc,Honda,Gasolina,Automatio,FWD,publico,Mixto,false,no,no,yes,no,no,false,1
Gustavo Barrera,271284525,3105404412,gustavo_barrera627@yahoo.com,"Calle 65 #10-19, Cali",ESB 331,1575,CDA-19524,05-07-2023,1998.0,3344,,Hyundai,Gas,Mecanica,AWD,carga,rural,false,yes,1,1,0,true,no,1
Omar Leal,337645695,3129784392,omar-leal547@gmail.com,"Circular 28 #5-15, Pasto",QHQ934,2143,CDA-30495,26-10-2024,1999.0,657501,2500,Nissan,GSL,Manual,,Carga,URBANO,yes,1,1,1,,si,yes,1
Esperanza Vega,565295965,3239395668,esperanza_vega896@yahoo.com,"Carrera 97 #1-83, Ibagué",WXF076,2082,CDA-50599,25/02/2024,2009.0,442.635,1200,Chevrolet,gasolina,MANUAL,awd,escolar,Rural,true,no,yes,0,no,0,false,1
Alejandro Zapata,1014219170,3183574559,alejandro_zapata477@gmail.com,"Diagonal 109 #48-64, Medellín",TTH 598,2873,CDA-32221,2019-11-20,2012.0,112167,3000 cc,Toyota,GSL,AUTOMATICA,RWD,carga,,,0,false,,yes,yes,no,1
Sebastián Cruz,1094085210,3139612315,sebastiáncruz195@yahoo.com,"Avenida 9 #33-11, Cartagena",BWQ172,2820,CDA-36493,2023-06-22,2015.0,94.882 km,3000,Peugeot,gasolina,manual,fwd,TAXI,suburbano,0,no,no,false,,true,no,1
Héctor Montoya,438525300,3179224512,héctor-montoya235@outlook.com,"Carrera 14 #87-93, Pereira",WKK171,3008,CDA-90106,21/07/2018,2005.0,254509,1700,Nissan,hibrido,autom,rwd,Escolar,Mixto,0,0,yes,no,1,,,1
Natalia Reyes,505806367,3129343182,natalia-reyes346@live.com,"Calle 30 #30-92, Cartagena",TSB551,449,CDA-14460,2022-12-31,2015.0,114.188,1300 cc,Toyota,hibrido,Automática,awd,PARTICULAR,rural,si,0,,no,no,si,false,1
Darío Acosta,729121568,3108571722,daríoacosta821@outlook.com,"Calle 115 #95-84, Montería",IBH885,1470,CDA-76859,28-12-2020,1998.0,736.697,1400 cc,Fiat,gas,mecánica,4X2,público,RURAL,no,0,no,true,1,si,false,0
Patricia Díaz,578658293,3001595460,patriciadíaz231@hotmail.com,"Circular 49 #43-51, Ibagué",LKE 061,717,CDA-61586,05/09/2022,1997.0,698131,1100 cc,Mazda,nafta,semiautomatica,AWD,PUBLICO,Rural,,yes,1,no,true,no,0,1
Ana Gómez,276832555,3192453341,ana_gómez213@outlook.com,"Calle 35 #8-8, Ibagué",LBC124,2633,CDA-83814,2023-11-17,1996.0,741431,2400,Hyundai,,autom,RWD,PUBLICO,mixto,no,0,0,si,no,true,no,1
Alejandro Zapata,60611303,3232901846,alejandrozapata962@correo.com,"Diagonal 83 #35-80, Bucaramanga",PCB229,2869,CDA-47303,20/02/2023,1999.0,725k,2000,Kia,Gasolina,,FWD,taxi,Rural,1,false,true,yes,si,0,0,1
Gustavo Barrera,809044157,3135188664,gustavo.barrera404@live.com,"Calle 96 #90-79, Cúcuta",YSJ194,2049,CDA-23105,2019-03-06,1997.0,608601,1500,Toyota,GASOLINA,semiautomatica,4X2,carga,RURAL,0,true,yes,yes,,no,false,1
Gustavo Barrera,873467749,3501462564,gustavo-barrera163@correo.com,"Transversal 2 #40-70, Ibagué",PIS 824,1902,CDA-67903,2019-10-11,2017.0,157474,2000,Renault,gasolina,cvt,FWD,publico,Mixto,no,0,,si,no,0,no,1
Diana Herrera,456203776,3152545113,diana_herrera670@correo.com,"Diagonal 34 #91-65, Medellín",WSZ834,2743,CDA-59916,2021/12/13,2004.0,303k,2400,Suzuki,eléctrico,Mecanica,4x2,Particular,urbano,,no,no,0,false,,no,0
Fabio Arévalo,615486454,3193935160,,"Diagonal 85 #22-26, Cúcuta",NCE953,1169,CDA-17951,28/04/2018,2011.0,382.988,1150,Ford,Diesel,Automática,4x4,PUBLICO,Suburbano,true,yes,si,true,1,,no,1
Roberto Nieto,764875765,3145226115,roberto.nieto635@gmail.com,"Transversal 85 #28-77, Villavicencio",YCP-376,83,CDA-24528,03-11-2020,2016.0,288673,3900,Ford,Gas,AUTOMATICA,4X2,PUBLICO,Suburbano,no,0,0,no,no,no,1,1
Iván Salcedo,124163477,3126530787,iván.salcedo276@yahoo.com,"Avenida 51 #46-27, Villavicencio",RIQ453,2857,CDA-96877,05/06/2021,2001.0,451158 km,2500,Renault,gasolina,Automática,RWD,Escolar,URBANO,false,no,no,,yes,si,si,0
Patricia Díaz,342830035,3009850389,patriciadíaz521@gmail.com,"Carrera 24 #37-1, Villavicencio",WMU 452,1461,CDA-50826,22/01/2018,2002.0,527154,1800,Toyota,diesel,MANUAL,4x2,taxi,suburbano,false,yes,no,true,no,yes,1,1
Felipe Ramos,136167939,3028322388,felipe_ramos989@correo.com,"Carrera 46 #6-63, Cúcuta",VUW025,1894,CDA-30616,2023/10/02,2007.0,246614 km,2500,Mitsubishi,DIESEL,Tiptronic,FWD,PARTICULAR,Suburbano,false,si,si,0,1,no,true,1
Diana Herrera,1083272494,3174260707,diana-herrera803@yahoo.com,"Carrera 22 #41-4, Cartagena",XBA528,1669,CDA-99767,06/07/2023,2024.0,334k,2450,Suzuki,GASOLINA,mecánica,RWD,Carga,rural,false,yes,no,0,0,false,0,1
Ricardo Peña,22587928,3174526095,ricardo_peña323@gmail.com,"Diagonal 76 #2-30, Villavicencio",NJP291,2001,CDA-89654,2020/08/04,2023.0,19936,1100,Kia,gas,semiautomatica,4x2,PUBLICO,Suburbano,0,false,0,no,no,no,si,0
María López,1085254226,3208102034,maría-lópez191@outlook.com,"Circular 92 #7-36, Cali",OAB986,476,CDA-15664,11/09/2019,1999.0,346983,4000cc,Hyundai,gasolina,Tiptronic,fwd,particular,Suburbano,no,,0,0,1,true,,1
Patricia Díaz,672143926,3149954259,patricia-díaz694@outlook.com,"Transversal 30 #41-93, Montería",RDG074,518,CDA-30384,27/09/2021,2014.0,176683,1600 cc,Chevrolet,eléctrico,automatica,4x2,PUBLICO,suburbano,no,no,no,no,no,no,no,0
Ernesto Pineda,656620259,3219202221,ernesto_pineda326@yahoo.com,"Calle 92 #37-23, Villavicencio",KMD 704,405,CDA-45080,09/07/2020,2008.0,345992,2200,Suzuki,GASOLINA,Mecanica,awd,Escolar,Mixto,false,no,no,no,si,0,no,1
Natalia Reyes,376144277,3177399812,natalia.reyes542@hotmail.com,"Diagonal 74 #91-12, Pasto",,385,CDA-40198,2021/12/11,1996.0,540.6k km,1000 cc,Toyota,gnv,tiptronic,AWD,publico,rural,0,yes,1,,no,1,si,1
Gloria Mendoza,608773760,3212318004,gloria_mendoza772@yahoo.com,"Circular 99 #11-20, Montería",IID565,2671,CDA-40172,26-02-2022,2014.0,,2400,Dodge,GNV,mecánica,FWD,Carga,Suburbano,no,no,no,true,no,no,,0
Omar Leal,732885940,3009135104,omarleal803@live.com,"Diagonal 16 #19-67, Medellín",BGB876,2153,CDA-98866,2021-04-05,1999.0,628.9k km,2500,Nissan,GNV,Mecanica,FWD,taxi,Urbano,yes,si,yes,si,true,true,0,1
Viviana Suárez,920317558,3103973967,viviana_suárez994@correo.com,"Diagonal 61 #79-57, Montería",UNM-476,1634,CDA-17040,07/07/2019,2020.0,130898,1500cc,Fiat,gasolina,Manual,RWD,Publico,Mixto,1,no,no,no,no,si,false,1
Omar Leal,375056481,3024167795,omar-leal986@gmail.com,"Circular 90 #12-23, Neiva",RNW946,3138,CDA-11144,13/09/2021,1999.0,260119,3400,Fiat,GASOLINA,CVT,4x4,PARTICULAR,rural,true,no,0,no,1,false,1,1
Natalia Reyes,197406189,3176530043,natalia.reyes794@outlook.com,"Diagonal 75 #89-86, Armenia",ZUZ 474,689,CDA-91089,2024-07-05,2017.0,212k,1600,Fiat,GSL,cvt,AWD,Carga,urbano,false,yes,false,no,false,0,no,1
Patricia Díaz,842507088,,patricia-díaz369@outlook.com,"Transversal 36 #16-99, Armenia",SOB 204,1241,CDA-10681,04-05-2024,1997.0,358935,1500,Volkswagen,GNV,AUTOMATICA,awd,Particular,Suburbano,no,no,yes,yes,1,1,no,1
Sandra Castro,603796080,3118629590,sandra.castro268@hotmail.com,"Calle 72 #10-65, Bucaramanga",DNG572,63,CDA-73390,2021/10/23,2010.0,233.834,1800,Honda,nafta,automatica,FWD,Taxi,Urbano,1,no,false,si,yes,no,0,0
Sandra Castro,1011430107,3121879904,sandra-castro441@outlook.com,"Avenida 104 #44-51, Manizales",WCI350,853,,2021-06-12,2023.0,20k,1600,Volkswagen,DIESEL,Mecanica,fwd,carga,urbano,no,0,0,false,no,0,no,0
Sebastián Cruz,246665999,3003855300,sebastián.cruz740@outlook.com,"Diagonal 6 #34-42, Cúcuta",WPQ922,3020,CDA-31940,2021-01-06,2008.0,466.2k km,1400,Mitsubishi,diesel,MANUAL,rwd,taxi,mixto,si,false,false,false,0,no,no,1
Héctor Montoya,1063670640,3237658207,héctormontoya904@live.com,"Transversal 12 #14-58, Bucaramanga",ECT 885,2720,CDA-72293,2024-07-23,2009.0,199.785,2200,Mitsubishi,GNV,Manual,RWD,particular,URBANO,false,no,false,0,no,1,,0
Felipe Ramos,466236275,3018478058,felipe.ramos699@live.com,"Avenida 102 #53-3, Pereira",VZI528,1263,CDA-24261,,2006.0,522732,2200,Toyota,GSL,manul,4X2,escolar,RURAL,0,si,si,no,0,si,true,0
Gustavo Barrera,544756354,3174148815,gustavo.barrera410@yahoo.com,"Circular 9 #19-90, Manizales",HEO674,224,CDA-65023,19-06-2019,2018.0,46k,1100,Ford,GAS,cvt,FWD,Particular,Suburbano,,no,0,no,1,false,0,1
Ana Gómez,437047102,3121027464,ana.gómez325@hotmail.com,"Carrera 116 #37-59, Bucaramanga",FGA736,2194,CDA-78916,02-05-2019,2024.0,0,4000cc,Fiat,gasolina,tiptronic,4X4,Carga,urbano,,no,no,no,no,0,no,1
Marcela Fuentes,395482222,3044056761,marcelafuentes831@gmail.com,"Transversal 51 #30-74, Ibagué",GVS530,374,CDA-89050,2023/04/11,2019.0,160.972,2200,Volkswagen,diesel,tiptronic,AWD,PUBLICO,Suburbano,no,0,no,false,0,no,0,0
Laura García,512465899,3218516078,laura-garcía873@outlook.com,"Avenida 55 #77-85, Armenia",MXB633,1825,CDA-99437,03/07/2023,2010.0,367708,3000,Toyota,GSL,automatica,4x2,escolar,suburbano,si,0,1,no,0,1,no,1
Alejandro Zapata,702720318,3199866121,alejandrozapata327@hotmail.com,"Circular 40 #31-66, Neiva",HVM169,2786,CDA-76202,2022/11/12,2016.0,178884,1600,Fiat,Diesel,semiautomatica,RWD,escolar,Suburbano,false,,no,false,false,yes,no,0
José Hernández,627393961,3236165694,,"Transversal 90 #48-60, Pereira",GZH164,3149,CDA-94651,2021/05/08,2006.0,,1200,Toyota,Gas,Tiptronic,FWD,PARTICULAR,RURAL,false,no,yes,no,no,true,no,1
Ernesto Pineda,213971471,3223606599,ernestopineda498@gmail.com,"Circular 35 #61-14, Medellín",HGT275,2850,CDA-49786,2018/10/04,2010.0,293.4k km,1250,Hyundai,GASOLINA,manual,4X2,Escolar,RURAL,0,0,0,1,si,,si,1
Ingrid Bermúdez,97244307,3129069660,ingrid_bermúdez504@gmail.com,"Circular 41 #49-78, Manizales",LZY342,2088,CDA-37792,2019/10/17,2001.0,329704,1500,Toyota,Diesel,automatica,4X2,particular,URBANO,no,no,no,true,false,yes,no,0
Catalina Ortiz,423571616,3224106298,catalinaortiz284@correo.com,"Transversal 77 #37-13, Armenia",FEA529,10,CDA-26551,2023-07-04,2020.0,116k,1800,Kia,DIESEL,manul,FWD,público,RURAL,no,no,no,0,si,no,false,1
Lina Santana,114887338,,lina_santana847@live.com,"Avenida 58 #74-23, Cartagena",YDU874,2498,CDA-69056,10-07-2023,2013.0,253k,1000,Peugeot,gnv,Tiptronic,RWD,Publico,mixto,no,si,yes,0,,1,false,1
Gustavo Barrera,508608079,3112827532,gustavo-barrera213@gmail.com,"Calle 96 #84-11, Medellín",YNO294,1945,CDA-48789,07/02/2022,2004.0,593k,2200,Hyundai,GSL,autom,4X4,Escolar,urbano,true,no,no,no,yes,0,false,1
Patricia Mejía,901202541,3005559316,patriciamejía2@gmail.com,"Carrera 44 #33-55, Pasto",JFW-590,1839,CDA-80739,2018/07/29,2011.0,265k,950,Toyota,Gas,CVT,,TAXI,Urbano,0,si,true,si,true,yes,no,1
Fabio Arévalo,985730694,3223926160,fabio-arévalo885@hotmail.com,"Avenida 37 #51-44, Armenia",RMF062,709,CDA-17019,17/10/2021,2022.0,18.771 km,1400,Renault,Gasolina,AUTOMATICA,RWD,publico,Rural,0,no,no,si,0,0,,0
Patricia Mejía,103672354,3128391855,patricia-mejía205@gmail.com,"Calle 104 #56-76, Pereira",AMX868,256,CDA-52890,18/07/2020,2024.0,0,2000,Honda,Híbrido,AUTOMATICA,RWD,carga,Suburbano,no,true,,,0,0,0,0
Héctor Montoya,279580255,3184765954,héctormontoya760@hotmail.com,"Avenida 94 #79-23, Armenia",LJA803,1618,CDA-10356,2023/07/06,1996.0,325.274,3500,Peugeot,gnv,mecánica,4x2,PARTICULAR,,true,1,si,yes,,no,,1
Adriana Parra,307984272,3107480658,adriana_parra223@live.com,"Diagonal 83 #66-35, Bucaramanga",AOU043,390,CDA-84647,2024-10-22,2017.0,86k,2200 cc,Honda,gnv,Mecanica,4X2,PARTICULAR,mixto,false,si,false,no,0,true,no,1
Mauricio Ruiz,335294801,3162073465,mauricio_ruiz153@live.com,"Circular 54 #9-79, Cali",TTA165,1582,CDA-90307,18/09/2021,2006.0,605066,2400 cc,Suzuki,Híbrido,CVT,4x2,publico,Suburbano,,no,false,1,0,no,no,1
Patricia Díaz,926324884,3163553325,patricia.díaz644@correo.com,"Carrera 46 #52-20, Bucaramanga",LUV979,925,CDA-44130,2022/08/26,2011.0,441517,1000,Chevrolet,gasolina,CVT,awd,público,URBANO,si,no,true,no,no,,no,1
Ernesto Pineda,604149533,3181699976,ernesto-pineda841@live.com,"Diagonal 47 #4-79, Cúcuta",EQG957,2509,CDA-92314,05-11-2024,2004.0,297338,2400,Volkswagen,gas,MANUAL,AWD,público,RURAL,no,yes,no,1,1,1,no,1
Mónica Aguirre,292130858,3192677199,mónica-aguirre301@live.com,"Transversal 17 #26-74, Bucaramanga",NQJ-621,2037,CDA-21640,2022-11-16,2017.0,195601 km,2000,Renault,diesel,automatica,FWD,escolar,Mixto,false,no,no,0,no,0,0,0
Patricia Díaz,807472086,3203149695,patricia-díaz689@hotmail.com,"Avenida 120 #51-84, Bogotá",OFZ 098,2638,CDA-10985,2023-11-26,1998.0,833k,1350,Hyundai,Gasolina,CVT,AWD,PUBLICO,Suburbano,1,true,no,yes,si,yes,no,1
Andrés Torres,949055680,3143884213,andréstorres679@yahoo.com,"Carrera 36 #40-12, Armenia",LJX-785,1225,CDA-73258,2020/06/18,2023.0,14.166,1000,Chevrolet,eléctrico,MANUAL,fwd,PARTICULAR,urbano,false,0,no,false,false,no,no,0
Héctor Montoya,923466285,3223400294,héctormontoya948@live.com,"Carrera 95 #53-69, Armenia",FTU408,2550,CDA-54987,30-04-2024,2012.0,487959,1400cc,Suzuki,gas,Tiptronic,4X2,escolar,mixto,false,no,no,false,no,1,true,1
Patricia Díaz,431466802,3133705276,patriciadíaz359@live.com,"Transversal 29 #3-73, Cali",BEG779,1947,CDA-29736,26-04-2024,2022.0,55656,1000,Dodge,hibrido,Mecanica,RWD,escolar,Urbano,,false,0,true,0,no,0,0
Guillermo Ávila,652296479,3046228257,guillermo.ávila287@live.com,"Circular 46 #42-69, Montería",MFO945,740,CDA-77824,19/11/2020,2000.0,469551,3500,Fiat,hibrido,Automática,4x2,Particular,urbano,1,0,si,false,,1,0,1
Sandra Castro,128173065,3103003921,,"Calle 21 #64-45, Cúcuta",VGJ787,41,CDA-53910,2021-01-19,2010.0,197703,1800,Peugeot,eléctrico,CVT,4X2,Carga,urbano,no,no,no,no,true,0,no,1
Ingrid Bermúdez,861228631,3151909402,ingrid-bermúdez284@yahoo.com,"Carrera 59 #47-47, Bucaramanga",RDH850,869,CDA-42065,10-07-2020,2017.0,209573,1400,Kia,gasolina,Automatio,FWD,Taxi,suburbano,0,true,false,,no,false,true,1
Iván Salcedo,815011054,,iván.salcedo355@correo.com,"Calle 108 #55-56, Cartagena",OGF117,540,CDA-51522,28/09/2018,2021.0,37.2k km,1200,Dodge,Gasolina,,rwd,PARTICULAR,rural,false,no,1,si,no,false,0,1
Patricia Mejía,726030841,3179677658,patricia_mejía197@outlook.com,"Diagonal 48 #36-15, Pereira",CKM626,2757,CDA-83221,21-01-2024,2022.0,52k,1000,Mazda,gnv,Manual,AWD,PUBLICO,Mixto,no,no,no,no,false,false,false,0
Mauricio Ruiz,553425573,3011313665,mauricioruiz530@correo.com,"Calle 7 #75-65, Neiva",QLL 717,1372,CDA-86875,2020-10-24,2010.0,529729,1800,Honda,gnv,automatica,fwd,carga,urbano,false,no,yes,1,no,1,false,1
Ana Gómez,501003550,3044395397,anagómez845@hotmail.com,"Carrera 81 #60-36, Medellín",SIS346,1146,CDA-71232,2019-09-14,2019.0,125k,1600,Toyota,Electrico,MANUAL,AWD,Taxi,Mixto,si,0,no,0,,true,no,1
Patricia Díaz,1009003297,3218911356,patricia.díaz525@correo.com,"Transversal 27 #78-64, Cali",,1032,CDA-65725,03-12-2024,2019.0,62428,1500,Dodge,GNV,automatica,4x2,Carga,URBANO,si,false,no,no,0,no,no,1
Héctor Montoya,463675570,3231898452,héctor-montoya715@gmail.com,"Carrera 83 #2-64, Medellín",MER138,373,CDA-25798,2020-09-18,2005.0,681787,2200,Peugeot,Gas Natural,manual,4x4,publico,RURAL,0,false,yes,yes,true,yes,no,1
,418258668,3159122891,sebastiáncruz731@gmail.com,"Diagonal 110 #58-27, Barranquilla",BEG297,668,CDA-39346,2021/07/18,2003.0,761878,4000cc,Kia,Gas,automatica,rwd,Carga,urbano,true,false,yes,si,,1,no,1
Viviana Suárez,436102714,,viviana.suárez454@gmail.com,"Calle 106 #19-92, Armenia",FRM893,358,CDA-96797,2023-04-08,1998.0,593711,4000,Ford,gnv,manul,fwd,Publico,Urbano,no,0,no,no,no,0,false,1
Laura García,244674948,3217191102,lauragarcía284@gmail.com,"Diagonal 19 #99-72, Medellín",ECG594,968,CDA-51631,09-02-2024,2022.0,77014,2400,Fiat,Híbrido,Tiptronic,RWD,PUBLICO,RURAL,no,true,,,yes,0,0,0
Laura García,45323261,3113665154,laura.garcía564@gmail.com,"Avenida 30 #98-78, Cartagena",BMH 928,1354,CDA-34381,2019-12-10,2007.0,521.792,1000,Nissan,gnv,mecánica,awd,Taxi,RURAL,si,false,no,1,si,yes,0,1
Luis Rodríguez,702764497,3044449639,luis-rodríguez895@gmail.com,"Diagonal 120 #9-46, Cali",WCV465,1036,CDA-49190,2018-05-10,2020.0,147.219,3500cc,Fiat,GASOLINA,autom,RWD,PUBLICO,Rural,1,no,0,0,no,no,0,1
Natalia Reyes,297986841,3198359146,natalia_reyes458@outlook.com,"Diagonal 35 #48-74, Armenia",HSD512,471,CDA-73245,2024-11-26,,68811,4000,Chevrolet,Gas Natural,Tiptronic,AWD,escolar,rural,false,no,false,,yes,false,no,0
Sandra Castro,977494628,3136006118,sandracastro694@live.com,"Carrera 111 #8-6, Montería",GYH684,1397,CDA-58604,26-09-2018,2011.0,116193 km,1100,Renault,gasolina,automatica,4X4,particular,Mixto,false,true,no,0,0,false,no,1
Luis Rodríguez,285169580,3121958839,luis_rodríguez509@outlook.com,"Avenida 25 #91-99, Montería",DBY301,2888,CDA-91818,2021/08/06,2018.0,286k,1000,Kia,GASOLINA,MANUAL,4X2,Taxi,urbano,no,,false,0,0,false,no,1
Luis Rodríguez,1000510465,3242158557,luis.rodríguez782@correo.com,"Transversal 71 #28-33, Pereira",VHM480,1550,CDA-87303,02/03/2021,2001.0,786k,,Mitsubishi,nafta,semiautomatica,fwd,publico,urbano,true,no,false,no,0,false,0,1
Sebastián Cruz,779184548,3045724035,sebastián-cruz836@gmail.com,"Avenida 81 #98-78, Medellín",YVK836,1257,CDA-37413,18-09-2019,2013.0,247k,1500cc,Dodge,Gas,Mecanica,fwd,particular,Mixto,true,false,0,no,true,,false,1
Omar Leal,663706834,3197640760,omar.leal942@live.com,"Transversal 6 #84-14, Armenia",HRC-567,2095,CDA-91640,27-04-2018,2006.0,590280,3500,Volkswagen,Gasolina,manul,rwd,Taxi,RURAL,0,false,yes,no,,no,yes,1
Alejandro Zapata,,3235466848,alejandro.zapata826@yahoo.com,"Transversal 104 #80-23, Ibagué",QVE 904,1556,CDA-63146,2020/05/22,2002.0,610k,1300 cc,Chevrolet,gasolina,Tiptronic,4x4,Carga,Mixto,true,false,no,false,0,true,0,1
Felipe Ramos,118384215,3014801443,feliperamos648@hotmail.com,"Carrera 96 #81-51, Bucaramanga",SVA762,2841,CDA-12347,30-10-2024,1998.0,424.588,2200,Mazda,diesel,Automática,FWD,PARTICULAR,Suburbano,0,true,si,true,no,0,no,1
Héctor Montoya,1050635513,3206437463,héctor_montoya538@gmail.com,"Calle 118 #19-25, Montería",THP581,1251,CDA-97187,28/09/2022,2023.0,27.481,2000,Chevrolet,Gas,Manual,RWD,Carga,suburbano,no,0,no,false,0,false,false,0
José Hernández,,3215916124,josé.hernández803@live.com,"Avenida 18 #43-66, Bucaramanga",WMI121,1700,CDA-51653,21/07/2024,2003.0,331.970 km,3400,Honda,Diesel,cvt,4X4,PARTICULAR,URBANO,no,false,si,true,1,no,0,0
Darío Acosta,718616096,3165975354,daríoacosta768@hotmail.com,"Circular 85 #49-28, Neiva",JPN062,1253,CDA-63310,29-12-2021,2014.0,100.469,2350,Nissan,hibrido,Automática,fwd,Escolar,URBANO,true,false,,si,si,0,no,0
Fabio Arévalo,14990934,3021304889,fabio.arévalo717@live.com,"Calle 112 #61-21, Medellín",IVE-980,3057,CDA-45909,2021/10/17,2012.0,250000,1200,Peugeot,,Mecanica,awd,Taxi,rural,1,false,yes,0,si,,false,1
José Hernández,689888420,3148293509,josé_hernández92@live.com,,KDH-350,80,CDA-57086,2021-03-01,2024.0,0,1500 cc,Mitsubishi,GNV,Mecanica,4X4,escolar,suburbano,0,no,,no,0,0,no,0
Darío Acosta,862060619,3056072545,daríoacosta776@hotmail.com,"Avenida 94 #88-12, Montería",NDK 288,1173,CDA-36891,2022/11/19,2007.0,438285,1000 cc,Kia,Gasolina,manul,fwd,Taxi,URBANO,true,false,no,no,no,no,false,1
Catalina Ortiz,192729537,3102035117,catalinaortiz108@gmail.com,"Calle 89 #3-36, Montería",FJB-585,815,CDA-15377,2022-08-02,2002.0,432152,1600,Volkswagen,Híbrido,Automatio,awd,PARTICULAR,Mixto,si,si,no,1,,yes,0,1
María López,318386725,3124818809,maría-lópez797@correo.com,"Diagonal 2 #1-44, Cali",GMM177,1853,CDA-76914,2020/03/18,2010.0,224.668,2500 cc,Mazda,,Tiptronic,4X2,publico,suburbano,no,no,true,,1,0,si,1
Andrés Torres,201035999,,andrés.torres78@live.com,"Carrera 29 #90-40, Manizales",MKQ 495,2221,CDA-78608,15/11/2023,2001.0,513186,4000,Fiat,Gas Natural,AUTOMATICA,awd,TAXI,RURAL,no,0,0,si,yes,yes,no,1
José Hernández,48226573,3041418184,joséhernández407@yahoo.com,"Transversal 9 #88-82, Pasto",ONK 677,2885,CDA-23899,24-10-2023,2021.0,13.181,1600 cc,Mazda,Gas,semiautomatica,4X2,escolar,suburbano,no,no,false,si,false,0,false,0
Adriana Parra,961646365,3116981493,adriana-parra80@outlook.com,"Diagonal 45 #48-72, Armenia",SAN 813,2106,CDA-28513,16-08-2024,2013.0,410520,1000,Nissan,diesel,Automática,FWD,PUBLICO,mixto,0,,no,0,,false,false,1
Ana Gómez,12599345,3004802977,ana-gómez362@correo.com,"Circular 50 #88-92, Armenia",MZF920,134,CDA-21115,12/10/2024,2021.0,51.393,2400,Renault,Gas Natural,Automatio,4X2,Particular,Urbano,0,1,0,no,no,true,0,1
María López,595021915,3503478381,maría.lópez250@yahoo.com,"Transversal 100 #35-12, Villavicencio",DVT129,1141,CDA-20835,2022-11-07,2004.0,455.365,1100,Ford,eléctrico,CVT,fwd,Carga,urbano,,si,0,no,yes,1,false,1
Xiomara Pacheco,1012675677,3008833923,xiomarapacheco912@gmail.com,"Diagonal 78 #1-8, Armenia",GSI049,934,CDA-50064,16-08-2024,1998.0,221232,1600,Renault,Gasolina,manul,4X4,taxi,RURAL,yes,yes,no,,0,1,false,1
Jhon Morales,119749726,3201283072,jhon_morales242@live.com,"Circular 78 #61-3, Manizales",AFW258,929,CDA-39180,07/04/2022,2007.0,624604,4000,Dodge,Diesel,Manual,AWD,carga,suburbano,yes,si,0,no,1,,true,1
Natalia Reyes,185830611,3109788804,natalia-reyes666@outlook.com,"Calle 7 #96-31, Pereira",HXO 903,824,CDA-43451,09/05/2019,2018.0,133672,2200,Mazda,GNV,cvt,4X4,TAXI,Suburbano,false,,,false,false,1,no,1
Fabio Arévalo,91773426,3156249811,fabio-arévalo767@yahoo.com,"Diagonal 44 #3-7, Bucaramanga",JKC935,1532,CDA-38615,30/04/2021,2013.0,129103 km,3500cc,Toyota,nafta,CVT,,,,no,1,,1,si,1,no,1
Felipe Ramos,305301991,3157080599,feliperamos176@yahoo.com,"Calle 8 #78-22, Villavicencio",PKQ 610,1215,CDA-96930,2018-10-10,2006.0,410k,2500,Volkswagen,Gas Natural,cvt,awd,PUBLICO,Mixto,,,true,no,false,no,no,1
